dataset,family,series,sample,elements,size_bucket,bins,shape,gib_per_s,speedup_vs_main,speedup_vs_noncooperative
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,powerlaw:0.75,1335.5604958538797,0.9981007412982477,0.9622737183695337
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,powerlaw:0.25,1331.4754523139457,0.9820048222079168,0.9607821786406745
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,hash_synonym,1435.7691184328403,0.9785459592583187,0.9667959773248118
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,stale_resident:0.5,1350.340701099149,0.9616263775889776,0.959734160683483
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,stale_resident:0.25,1348.6348078857961,0.9615095329662384,0.9596204678938478
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,temporal_phases:0.10,1394.0264705075358,0.8342284522615844,0.9551391640389678
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,strided_sweep,1363.066542187499,1.0141069385559018,0.960484522422814
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,sawtooth,1367.6304651009566,1.0165422109779907,0.9617522978025761
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,poison,1629.518422418006,0.9766837442231581,0.9600466477933793
c32,range,smem_cooperative_dynamic,F64,16777216,small,16,sawtooth:8192:2654435761:1,1363.4284696104346,1.0004830251466466,0.9610651948746181
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,concentrated:1.0,1227.820917383763,0.965081073048102,0.9587557317459362
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,concentrated:0.75,1225.1070388288117,0.9800992351920909,0.9604503320630448
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,concentrated:0.5,1252.734890459662,0.996257182277304,0.9633107055175177
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,concentrated:0.25,1322.878129279629,1.0035603865982905,0.9659598451363146
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,concentrated:0.0,1463.189645602001,0.9928636159301601,0.9645395318187747
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,powerlaw:0.75,1260.0317319487613,0.9819957347301324,0.9611739061447326
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,powerlaw:0.25,1335.9264195851792,0.994949923012792,0.9648559979081139
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,hash_synonym,1313.9649828164747,0.9785815869057429,0.9678256703221956
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,stale_resident:0.5,1230.4565434337267,0.9704013680115928,0.9618601393714901
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,stale_resident:0.25,1230.0159321449446,0.9713408324233627,0.9620000143357429
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,temporal_phases:0.10,1312.723903331821,0.8907190705982656,0.9625197715084142
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,strided_sweep,1228.6333340832327,0.9368799605061697,0.9612826483746018
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,sawtooth,1231.2899553452537,0.9366208187564395,0.9592275914457521
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,poison,1455.1547228544687,0.9899625315437888,0.9630100477583283
c32,range,smem_cooperative_dynamic,F64,16777216,small,32,sawtooth:8192:2654435761:1,1230.2834305977542,0.9218021912548781,0.9607923003856832
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,concentrated:1.0,1138.165571572624,1.0084390118737583,0.9578490563987039
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,concentrated:0.75,1114.013435156756,1.0396537036844982,0.963627167349061
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,concentrated:0.5,1104.2175406057968,1.0406450201995758,0.9640330781370678
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,concentrated:0.25,1137.8018126947784,1.0139736644103445,0.9649096975693228
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,concentrated:0.0,1310.6204510654711,0.9954926698783209,0.9620474376286632
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,powerlaw:0.75,1137.4584815485925,1.0188546910250276,0.9641246216748052
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,powerlaw:0.25,1198.643983442746,0.9982509206952236,0.9636877824531909
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,hash_synonym,1205.1440206801774,0.9967523116051669,0.9676335328316727
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,stale_resident:0.5,1140.1074205662208,1.0077411626092405,0.9635445129010373
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,stale_resident:0.25,1139.5694979934024,1.0062418623401732,0.9638683203122366
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,temporal_phases:0.10,1206.4219612481406,0.9153078336517387,0.965544569878417
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,strided_sweep,1117.3777678751742,0.9837404853247241,0.9584395881313575
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,sawtooth,1119.6507697607342,0.9816424283539745,0.958747825466746
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,poison,1307.9083454313154,0.9966870544827298,0.9645753546347745
c32,range,smem_cooperative_dynamic,F64,16777216,small,64,sawtooth:8192:2654435761:1,1118.3745568886236,0.9813212564909357,0.9603582386832726
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,concentrated:1.0,1048.9854375900777,1.0578128389685608,0.9609513415081417
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,concentrated:0.75,1035.016752890168,1.064739480142067,0.9635587610934941
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,concentrated:0.5,1044.1128643228246,1.056026454565766,0.9639728877876745
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,concentrated:0.25,1086.8185990888471,1.048104503725723,0.9691544806989814
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,concentrated:0.0,1188.7146495070858,1.013512526630823,0.9610982576583942
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,powerlaw:0.75,1080.374245862036,1.0558274576492581,0.9624327326707305
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,powerlaw:0.25,1109.0016575252523,1.0175983139740021,0.9656991870435271
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,hash_synonym,1102.258087127472,1.0070336893967888,0.961359375422283
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,stale_resident:0.5,1054.1503781588196,1.0635178452629501,0.9639397648592192
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,stale_resident:0.25,1053.500175036224,1.063296527079797,0.9634108083702858
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,temporal_phases:0.10,1106.566979770967,0.9428759042785111,0.9653283792084061
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,strided_sweep,1044.2895348862044,1.1589229229230016,0.9585440595852597
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,sawtooth,1037.8504443134107,1.1525566279379083,0.963914934175746
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,poison,1184.3494308115085,1.0163406434073183,0.9640533945015453
c32,range,smem_cooperative_dynamic,F64,16777216,small,128,sawtooth:8192:2654435761:1,1041.1868389237352,1.1414090630852618,0.9644128443615998
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,concentrated:1.0,888.2885213031076,1.0792682587967575,0.9648014637161345
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,concentrated:0.75,914.4437121758352,1.0767628263078004,0.9705363823669069
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,concentrated:0.5,955.7203229430423,1.0659330753278171,0.9682965975062835
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,concentrated:0.25,994.3545329192524,1.063535313053931,0.9627592988581877
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,concentrated:0.0,1089.4788825486946,1.0285405129245164,0.9647939412541565
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,powerlaw:0.75,982.8774691909583,1.0701955118732263,0.9634084515898031
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,powerlaw:0.25,1022.2084803981345,1.0256401873446674,0.9690553640139177
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,hash_synonym,1016.5489192121763,1.028957502436302,0.965688813425866
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,stale_resident:0.5,889.4674487694786,1.082953837442103,0.967070854163342
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,stale_resident:0.25,889.2578815173333,1.083745509396505,0.9675493245441219
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,temporal_phases:0.10,1020.3362079149393,0.9630133375439253,0.9666378460135548
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,strided_sweep,940.8141130795563,1.3129068171142362,0.9685098451274263
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,sawtooth,958.1260276383653,1.6938386422653984,0.9666312005854282
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,poison,1082.2564323435106,1.02611234992252,0.9645846785780532
c32,range,smem_cooperative_dynamic,F64,16777216,small,256,sawtooth:8192:2654435761:1,893.090705396442,1.4314742849533766,0.9637392123452584
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,concentrated:1.0,1721.4630997627373,3.142934671738482,0.9573001609143992
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,concentrated:0.75,1699.555004378371,3.10106332903961,0.9652657992128916
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,concentrated:0.5,1657.3718242034083,2.8120678412680307,0.9661829744118893
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,concentrated:0.25,1666.7582345030753,2.241684088531659,0.96574017106393
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,concentrated:0.0,3091.413131595498,3.1622060601670934,0.9760385014337666
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,powerlaw:0.75,1713.616951757358,2.387068962037488,0.9636817751815807
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,powerlaw:0.25,1697.3150752043098,2.040045054448024,0.9672946365308397
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,hash_synonym,1763.3440691909689,2.0137765015320013,0.9880302736830379
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,stale_resident:0.5,1722.160235927874,3.0963327534755005,0.9570426765663589
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,stale_resident:0.25,1720.5244904144972,3.0969013968664645,0.9560247966596206
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,temporal_phases:0.10,1722.9944177892994,1.7611821970556538,0.9603167831441056
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,strided_sweep,1754.6186678580757,3.678246901210329,0.9655629561328888
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,sawtooth,1767.8586475943978,3.6869363255562773,0.9558379445418552
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,poison,3084.9019019037014,3.170744878838825,0.9768331493663737
c32,range,smem_cooperative_dynamic,F64,16777216,small,512,sawtooth:8192:2654435761:1,1760.5673966077882,3.6671730924766757,0.9648134553406652
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,concentrated:1.0,1742.9890970310055,0.9760054678762017,0.9906446308126784
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,concentrated:0.75,1716.669459375408,0.9961851851458176,0.9929231195803246
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,concentrated:0.5,1698.204086621638,0.9963206164699724,0.9945139270690746
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,concentrated:0.25,1706.4287052733914,0.9898812838050185,0.9929471597765014
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,concentrated:0.0,2249.118497244176,0.9508518389508284,0.9939699233572501
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,powerlaw:0.75,1711.5568497132033,0.9934938356828548,0.9930180325263314
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,powerlaw:0.25,1837.6131312455825,0.9685227235385425,0.9944152483200828
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,hash_synonym,1746.7860156903898,0.9313853589352549,0.9989379546312542
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,stale_resident:0.5,1745.6764372134523,0.9775942672518599,0.9920067802715795
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,stale_resident:0.25,1745.8603368833433,0.9772285804790186,0.9921852540658761
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,temporal_phases:0.10,1787.2917286481586,0.7551690420868512,0.9938596576006303
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,strided_sweep,1746.0721352408125,1.36140753648822,0.9926282705597005
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,sawtooth,1749.790146795242,1.3637292917316532,0.9932971545830289
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,poison,2247.289017483098,0.9518074870675644,0.9941729348446275
c32,range,smem_cooperative_dynamic,F64,67108864,middle,8,sawtooth:8192:2654435761:1,1747.9333614662442,1.3433963377329121,0.9922242051509333
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,concentrated:1.0,1548.632436038002,0.9718637807867528,0.9934120955134295
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,concentrated:0.75,1546.7878132797052,0.998716271156068,0.9930129151409093
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,concentrated:0.5,1610.960348997634,1.0038845354651034,0.993739365641971
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,concentrated:0.25,1726.811214233509,0.9952835874769077,0.9936121798648385
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,concentrated:0.0,1934.6222934579896,0.9906080034435081,0.9950616551630704
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,powerlaw:0.75,1534.4737457212718,1.0067514982857866,0.992962401761523
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,powerlaw:0.25,1534.3692338076871,0.9978000020105464,0.9941586930173925
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,hash_synonym,1662.865272721479,0.9831253134673156,0.9995758906105238
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,stale_resident:0.5,1550.9102042508603,0.9734178149161622,0.9943170670517744
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,stale_resident:0.25,1550.8075774921858,0.9726912068523571,0.9940417481469378
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,temporal_phases:0.10,1624.9741902979767,0.8324698263221197,0.992840601535356
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,strided_sweep,1563.6245346715584,1.0257699947669963,0.9937145462935372
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,sawtooth,1565.9128672594866,1.0257874022480962,0.9932709451226739
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,poison,1928.0909420927426,0.9890318439219341,0.9943221195186823
c32,range,smem_cooperative_dynamic,F64,67108864,middle,16,sawtooth:8192:2654435761:1,1563.532596851872,1.013212411937506,0.9938991348479872
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,concentrated:1.0,1400.0767410063122,0.98916138669358,0.9932293141578693
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,concentrated:0.75,1398.5167764141233,1.0016494389936006,0.994093354759401
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,concentrated:0.5,1435.3414966206028,1.0118758263318492,0.9954544319493155
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,concentrated:0.25,1525.0937713258807,1.0146973496696674,0.9960453930714706
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,concentrated:0.0,1694.0319930468677,1.00236766033415,0.9955728396441472
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,powerlaw:0.75,1446.6117958349105,1.0025603967252426,0.9955825190261444
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,powerlaw:0.25,1537.7256124881424,1.0059635886876899,0.9949554579445126
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,hash_synonym,1513.7069039134672,0.9979004652325032,0.9980989948792677
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,stale_resident:0.5,1402.7847219519185,0.9911639285674657,0.9959316272121819
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,stale_resident:0.25,1402.4401377867725,0.9912527120538909,0.9960727750430473
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,temporal_phases:0.10,1510.3081005419426,0.8930687765025607,0.9951305765972358
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,strided_sweep,1402.8112362314612,0.9393655699217679,0.9943658993171002
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,sawtooth,1403.3174056012626,0.938993500247205,0.9935161733567341
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,poison,1690.501129489705,1.0014605822633695,0.9947590448980271
c32,range,smem_cooperative_dynamic,F64,67108864,middle,32,sawtooth:8192:2654435761:1,1402.6764693122732,0.9296006549228272,0.9941664359299612
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,concentrated:1.0,1291.0787510910661,1.026312540841447,0.9940125831747832
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,concentrated:0.75,1265.2249798445528,1.0554333071867226,0.9963926826222337
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,concentrated:0.5,1257.921064763839,1.0615087608885738,0.9962430072631092
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,concentrated:0.25,1298.8929189596017,1.0337185940392661,0.9972434301989891
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,concentrated:0.0,1507.4253594268373,1.020604471201701,0.9955289234013395
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,powerlaw:0.75,1292.6377511998562,1.03781926594093,0.9951937793033654
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,powerlaw:0.25,1368.0335288401125,1.018779560313689,0.9949616546463919
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,hash_synonym,1378.00550807047,1.0172967007581044,0.9959400104794909
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,stale_resident:0.5,1293.0327164446253,1.02755059276202,0.995411928223618
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,stale_resident:0.25,1293.4279231262917,1.028176295879381,0.9966378786314645
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,temporal_phases:0.10,1375.3218846166903,0.9311973638089398,0.9965577653813916
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,strided_sweep,1267.896325359131,0.9950155856415552,0.9947844309032692
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,sawtooth,1268.6088510298605,0.9931456092341799,0.994212581886519
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,poison,1503.3904023628386,1.020072423380759,0.9966087426790837
c32,range,smem_cooperative_dynamic,F64,67108864,middle,64,sawtooth:8192:2654435761:1,1268.2595535398284,0.9870910190890773,0.9941230243812159
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,concentrated:1.0,1190.15805852095,1.0767981842172305,0.9956440231577438
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,concentrated:0.75,1171.0607372411664,1.0823810196128676,0.9965217740604874
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,concentrated:0.5,1185.0449354815632,1.0819699920829533,0.9963627080173219
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,concentrated:0.25,1236.561257329598,1.0653553370245616,0.9978948780975974
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,concentrated:0.0,1358.2094938142359,1.0394185858548215,0.9954735577172594
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,powerlaw:0.75,1227.727270199299,1.0793467452770833,0.9958952706114383
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,powerlaw:0.25,1259.4087436144832,1.0414430601303426,0.9975534975895383
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,hash_synonym,1257.516704519396,1.042353678729634,0.9957802735141068
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,stale_resident:0.5,1192.8478802070094,1.0793564387989096,0.9966345857222029
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,stale_resident:0.25,1192.4306417417242,1.0788567952111252,0.9962001245853175
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,temporal_phases:0.10,1256.1628050290553,0.9607306007980203,0.9969371307715479
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,strided_sweep,1184.0271985384,1.2182231454984187,0.9955717437008009
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,sawtooth,1176.5196826024924,1.2091531340001123,0.9952986175824844
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,poison,1353.3541391876931,1.0390465075399917,0.9953952510461378
c32,range,smem_cooperative_dynamic,F64,67108864,middle,128,sawtooth:8192:2654435761:1,1178.1923350502698,1.1969932423506922,0.9955888521655135
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,concentrated:1.0,987.9911210019869,1.1115801975773494,0.9932896242793973
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,concentrated:0.75,1016.6636870303527,1.1074979082946685,0.9950327363892105
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,concentrated:0.5,1074.6925461982025,1.0971747313243922,0.9954244479788975
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,concentrated:0.25,1127.3045937093432,1.0870356330693305,0.9966482793326655
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,concentrated:0.0,1235.9266613418808,1.0520591602148033,0.9953806065604422
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,powerlaw:0.75,1107.4041659979796,1.0887173122742568,0.9948703155256756
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,powerlaw:0.25,1153.0934554466182,1.052117362594781,0.9979697731044518
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,hash_synonym,1151.8798619738425,1.0581810067805033,0.9943298277808472
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,stale_resident:0.5,989.5177575366574,1.1130971621747419,0.9943938074361492
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,stale_resident:0.25,989.7872859864783,1.1131839156819445,0.9951033288404779
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,temporal_phases:0.10,1151.9105746618995,0.9799760700794856,0.9959531251539581
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,strided_sweep,1052.7049138715302,1.3700187891791005,0.9950629636748468
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,sawtooth,1072.5874507150345,1.7869650540524051,0.9954622186294124
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,poison,1231.151007762227,1.0517274422207015,0.9952235393238834
c32,range,smem_cooperative_dynamic,F64,67108864,middle,256,sawtooth:8192:2654435761:1,997.7557562395497,1.5014850434289269,0.9941981542162908
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,concentrated:1.0,2087.7928431651635,3.3492318812234143,0.994011627884512
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,concentrated:0.75,2053.87438241431,3.310756627542045,0.9970131344970817
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,concentrated:0.5,2004.1231670213363,3.0636248362848244,0.995732465465723
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,concentrated:0.25,2016.0500204594355,2.460828674808491,0.9944725925198692
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,concentrated:0.0,4169.715687698519,3.83718517433816,0.9927797424412539
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,powerlaw:0.75,2065.2195875889633,2.6191758377101695,0.9935863358395883
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,powerlaw:0.25,2033.0183170346988,2.099291387042352,0.9960426699854633
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,hash_synonym,2076.002743955056,2.1225602541491644,0.9980529177874508
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,stale_resident:0.5,2090.3422724679504,3.340001741395695,0.9954753288086247
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,stale_resident:0.25,2090.5620213798893,3.3344144020879987,0.9960657805461698
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,temporal_phases:0.10,2066.0264959988276,1.9020954333575335,0.99589624791363
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,strided_sweep,2119.724046321386,3.9958264471460287,0.9947024449464491
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,sawtooth,2137.1850668038483,3.908910545456716,0.9939800606726829
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,poison,4166.123789571359,3.8530650341489268,0.9936942597968447
c32,range,smem_cooperative_dynamic,F64,67108864,middle,512,sawtooth:8192:2654435761:1,2123.628578691575,4.004545882438812,0.99506495513714
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,concentrated:1.0,1821.4307782515705,0.9854208905760208,0.9989784593072291
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,concentrated:0.75,1792.3973769487511,1.0046171980562828,0.9993164980197736
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,concentrated:0.5,1773.5723836939364,1.0048635214158015,1.0003058457627867
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,concentrated:0.25,1782.7289454627667,1.0043847095604468,0.9994136750642365
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,concentrated:0.0,2370.3235976460046,0.9623468147537433,0.9985067050207277
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,powerlaw:0.75,1787.3285874541066,1.0042530552075688,0.9992485215442182
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,powerlaw:0.25,1922.541589222731,0.98057310344095,0.9988510907999635
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,hash_synonym,1817.550128036184,0.9360731921765002,0.9995347207366229
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,stale_resident:0.5,1822.286083228105,0.9851746418688309,0.9993294061302895
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,stale_resident:0.25,1821.8052488927333,0.98508344774704,0.999282032938437
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,temporal_phases:0.10,1866.9270573380747,0.7581193386535549,0.9994890546140476
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,strided_sweep,1825.8641193539545,1.3744833598407298,0.9993572959576049
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,sawtooth,1826.7628924672517,1.3744125428454832,0.9996507932576486
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,poison,2368.1942568041854,0.9619309377799692,0.9990464072175187
c32,range,smem_cooperative_dynamic,F64,268435456,large,8,sawtooth:8192:2654435761:1,1826.2403734655045,1.3544275027467387,0.999078816453048
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,concentrated:1.0,1610.592814164956,0.9790628845417022,0.9989950054021635
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,concentrated:0.75,1608.841786103897,1.00067381638691,0.9994912292265494
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,concentrated:0.5,1678.1147631901722,1.0119939861676772,0.9991818730524259
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,concentrated:0.25,1806.5672837671214,1.0089782401747296,0.9998585087454246
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,concentrated:0.0,2024.7693541974995,0.9992101583667038,0.9993767620392902
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,powerlaw:0.75,1595.211868443737,1.01031942547822,0.9986903341220702
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,powerlaw:0.25,1596.0826129053544,1.003538518579488,0.9996728106163238
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,hash_synonym,1729.5399942071072,0.984792361949255,0.9995556995283501
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,stale_resident:0.5,1611.0616978129453,0.9786627133015529,0.9995344961721759
c32,range,smem_cooperative_dynamic,F64,268435456,large,16,stale_resident:0.25,1611.7753313788771,0.9784894297160611,0.9998392026076869
