dataset,family,series,sample,elements,size_bucket,bins,shape,gib_per_s,speedup_vs_main,speedup_vs_noncooperative
c32,multi_range,smem_dynamic,F64,1048576,small,128,concentrated:0.25,672.2500107089595,0.9361769815365466,
c32,multi_range,smem_dynamic,F64,1048576,small,128,concentrated:0.0,695.0536966180134,0.913940690480192,
c32,multi_range,smem_dynamic,F64,1048576,small,128,powerlaw:0.75,684.0978382295306,0.933077318733431,
c32,multi_range,smem_dynamic,F64,1048576,small,128,powerlaw:0.25,689.5041639145924,0.9144885213538047,
c32,multi_range,smem_dynamic,F64,1048576,small,128,hash_synonym,655.7434201232874,0.9145002235863147,
c32,multi_range,smem_dynamic,F64,1048576,small,128,stale_resident:0.5,662.4451982470335,0.9426069314724262,
c32,multi_range,smem_dynamic,F64,1048576,small,128,stale_resident:0.25,661.0957779403143,0.950018230078908,
c32,multi_range,smem_dynamic,F64,1048576,small,128,temporal_phases:0.10,682.2637109243528,0.9056508490877759,
c32,multi_range,smem_dynamic,F64,1048576,small,128,strided_sweep,645.9388027295659,1.018107385222365,
c32,multi_range,smem_dynamic,F64,1048576,small,128,sawtooth,685.9874370007809,1.075005737808301,
c32,multi_range,smem_dynamic,F64,1048576,small,128,poison,683.0417966281918,0.9315261882228508,
c32,multi_range,smem_dynamic,F64,1048576,small,128,sawtooth:8192:2654435761:1,650.3443403200166,1.0138757843018327,
c32,multi_range,smem_dynamic,F64,1048576,small,256,concentrated:1.0,572.7179973404985,0.9543524092408746,
c32,multi_range,smem_dynamic,F64,1048576,small,256,concentrated:0.75,581.9363896399577,0.953579292649881,
c32,multi_range,smem_dynamic,F64,1048576,small,256,concentrated:0.5,605.3300728141352,0.9408428682497502,
c32,multi_range,smem_dynamic,F64,1048576,small,256,concentrated:0.25,624.8116703066012,0.9299394921283916,
c32,multi_range,smem_dynamic,F64,1048576,small,256,concentrated:0.0,651.1180336419042,0.9271403334729139,
c32,multi_range,smem_dynamic,F64,1048576,small,256,powerlaw:0.75,621.6031221265289,0.9492546515595923,
c32,multi_range,smem_dynamic,F64,1048576,small,256,powerlaw:0.25,645.717604194823,0.9337968756893007,
c32,multi_range,smem_dynamic,F64,1048576,small,256,hash_synonym,616.3119655797759,0.9150141316646518,
c32,multi_range,smem_dynamic,F64,1048576,small,256,stale_resident:0.5,575.7629228324784,0.9730203456113791,
c32,multi_range,smem_dynamic,F64,1048576,small,256,stale_resident:0.25,573.6073109524851,0.9760442380649934,
c32,multi_range,smem_dynamic,F64,1048576,small,256,temporal_phases:0.10,639.45364147799,0.9109030335064792,
c32,multi_range,smem_dynamic,F64,1048576,small,256,strided_sweep,562.8801018516066,1.0772194357812823,
c32,multi_range,smem_dynamic,F64,1048576,small,256,sawtooth,657.5945884044912,1.443211601358719,
c32,multi_range,smem_dynamic,F64,1048576,small,256,poison,635.8644224272982,0.9336215432312751,
c32,multi_range,smem_dynamic,F64,1048576,small,256,sawtooth:8192:2654435761:1,550.2501063749207,1.137505959594248,
c32,multi_range,smem_dynamic,F64,1048576,small,512,concentrated:1.0,812.3391595550391,1.8404939689877113,
c32,multi_range,smem_dynamic,F64,1048576,small,512,concentrated:0.75,796.7116561168018,1.841114960212963,
c32,multi_range,smem_dynamic,F64,1048576,small,512,concentrated:0.5,774.3072769205666,1.7474756389301713,
c32,multi_range,smem_dynamic,F64,1048576,small,512,concentrated:0.25,767.6983083116008,1.5421875383931052,
c32,multi_range,smem_dynamic,F64,1048576,small,512,concentrated:0.0,856.8401922205938,1.489473662427484,
c32,multi_range,smem_dynamic,F64,1048576,small,512,powerlaw:0.75,803.4784668534452,1.6446726630545847,
c32,multi_range,smem_dynamic,F64,1048576,small,512,powerlaw:0.25,779.145352536181,1.3625334061911918,
c32,multi_range,smem_dynamic,F64,1048576,small,512,hash_synonym,766.4464426589351,1.4062826211808401,
c32,multi_range,smem_dynamic,F64,1048576,small,512,stale_resident:0.5,813.1011653425899,1.8331864405578324,
c32,multi_range,smem_dynamic,F64,1048576,small,512,stale_resident:0.25,808.8294075275692,1.8395896212501477,
c32,multi_range,smem_dynamic,F64,1048576,small,512,temporal_phases:0.10,767.6679372695039,1.339959656552593,
c32,multi_range,smem_dynamic,F64,1048576,small,512,strided_sweep,820.164944066265,2.0898523286815536,
c32,multi_range,smem_dynamic,F64,1048576,small,512,sawtooth,872.6672702901278,2.1503364431838126,
c32,multi_range,smem_dynamic,F64,1048576,small,512,poison,851.4738462333224,1.5365916370030084,
c32,multi_range,smem_dynamic,F64,1048576,small,512,sawtooth:8192:2654435761:1,837.5065242204597,2.1510252258643066,
c32,multi_range,smem_dynamic,F64,16777216,small,8,concentrated:1.0,1868.5100115407076,0.9596630613670954,
c32,multi_range,smem_dynamic,F64,16777216,small,8,concentrated:0.75,1775.657557247193,0.9169631893681492,
c32,multi_range,smem_dynamic,F64,16777216,small,8,concentrated:0.5,1671.9737924948754,0.8959784041737154,
c32,multi_range,smem_dynamic,F64,16777216,small,8,concentrated:0.25,1586.3162540190424,0.9160220700039359,
c32,multi_range,smem_dynamic,F64,16777216,small,8,concentrated:0.0,1711.983853463002,0.9584033370931089,
c32,multi_range,smem_dynamic,F64,16777216,small,8,powerlaw:0.75,1730.188500261242,0.9099249549011882,
c32,multi_range,smem_dynamic,F64,16777216,small,8,powerlaw:0.25,1645.755663620875,0.9228049746535011,
c32,multi_range,smem_dynamic,F64,16777216,small,8,hash_synonym,1584.685959491291,0.9168211567081913,
c32,multi_range,smem_dynamic,F64,16777216,small,8,stale_resident:0.5,1870.0396363842606,0.9621437109927862,
c32,multi_range,smem_dynamic,F64,16777216,small,8,stale_resident:0.25,1868.8676072448438,0.962193415454978,
c32,multi_range,smem_dynamic,F64,16777216,small,8,temporal_phases:0.10,1617.2617142860254,0.9052163894737392,
c32,multi_range,smem_dynamic,F64,16777216,small,8,strided_sweep,1851.80613057757,1.0908241999308865,
c32,multi_range,smem_dynamic,F64,16777216,small,8,sawtooth,1855.60852974976,1.090627944040966,
c32,multi_range,smem_dynamic,F64,16777216,small,8,poison,1711.9403606913443,0.9585129010145159,
c32,multi_range,smem_dynamic,F64,16777216,small,8,sawtooth:8192:2654435761:1,1854.3137535207384,1.0900651755467727,
c32,multi_range,smem_dynamic,F64,16777216,small,16,concentrated:1.0,1655.649690743849,0.9998609981139084,
c32,multi_range,smem_dynamic,F64,16777216,small,16,concentrated:0.75,1628.4758453968623,0.9738525977346878,
c32,multi_range,smem_dynamic,F64,16777216,small,16,concentrated:0.5,1638.7523889791503,0.9297398100419184,
c32,multi_range,smem_dynamic,F64,16777216,small,16,concentrated:0.25,1601.2408298235216,0.9105327936499304,
c32,multi_range,smem_dynamic,F64,16777216,small,16,concentrated:0.0,1609.1845457283277,0.9739926750773398,
c32,multi_range,smem_dynamic,F64,16777216,small,16,powerlaw:0.75,1595.9437941129981,0.9636142824295766,
c32,multi_range,smem_dynamic,F64,16777216,small,16,powerlaw:0.25,1475.7349989649072,0.9651008492138636,
c32,multi_range,smem_dynamic,F64,16777216,small,16,hash_synonym,1543.448756378989,0.9663797570701675,
c32,multi_range,smem_dynamic,F64,16777216,small,16,stale_resident:0.5,1655.4752102037608,1.0001999932787882,
c32,multi_range,smem_dynamic,F64,16777216,small,16,stale_resident:0.25,1655.086412931015,1.0000841103291909,
c32,multi_range,smem_dynamic,F64,16777216,small,16,temporal_phases:0.10,1524.5191634298799,0.9230994503859491,
c32,multi_range,smem_dynamic,F64,16777216,small,16,strided_sweep,1667.6221485338965,0.9124628614489193,
c32,multi_range,smem_dynamic,F64,16777216,small,16,sawtooth,1670.8378808334724,0.9123941773300671,
c32,multi_range,smem_dynamic,F64,16777216,small,16,poison,1604.5115611600843,0.9757230468749717,
c32,multi_range,smem_dynamic,F64,16777216,small,16,sawtooth:8192:2654435761:1,1666.585558727215,0.9107769850965519,
c32,multi_range,smem_dynamic,F64,16777216,small,32,concentrated:1.0,1493.3598853407636,1.0312036575412886,
c32,multi_range,smem_dynamic,F64,16777216,small,32,concentrated:0.75,1483.1809631117853,1.0179595228466185,
c32,multi_range,smem_dynamic,F64,16777216,small,32,concentrated:0.5,1484.1718406899574,0.9782947764750596,
c32,multi_range,smem_dynamic,F64,16777216,small,32,concentrated:0.25,1482.965116854899,0.9472106290441423,
c32,multi_range,smem_dynamic,F64,16777216,small,32,concentrated:0.0,1491.133350826131,0.9970988382945012,
c32,multi_range,smem_dynamic,F64,16777216,small,32,powerlaw:0.75,1524.6456651860708,0.9996461840097505,
c32,multi_range,smem_dynamic,F64,16777216,small,32,powerlaw:0.25,1479.1734836536552,0.9586673580408901,
c32,multi_range,smem_dynamic,F64,16777216,small,32,hash_synonym,1437.258650524348,0.9820448009834002,
c32,multi_range,smem_dynamic,F64,16777216,small,32,stale_resident:0.5,1494.322993853882,1.031158524232961,
c32,multi_range,smem_dynamic,F64,16777216,small,32,stale_resident:0.25,1493.56832853384,1.0309318748087304,
c32,multi_range,smem_dynamic,F64,16777216,small,32,temporal_phases:0.10,1440.4601883683677,0.9630232157358758,
c32,multi_range,smem_dynamic,F64,16777216,small,32,strided_sweep,1493.4065392988696,0.9303777749716159,
c32,multi_range,smem_dynamic,F64,16777216,small,32,sawtooth,1494.778071655592,0.9291705955429816,
c32,multi_range,smem_dynamic,F64,16777216,small,32,poison,1488.5857410284211,0.9967544770801933,
c32,multi_range,smem_dynamic,F64,16777216,small,32,sawtooth:8192:2654435761:1,1493.220998796926,0.928075282894031,
c32,multi_range,smem_dynamic,F64,16777216,small,64,concentrated:1.0,1343.078735736254,1.0211568445375974,
c32,multi_range,smem_dynamic,F64,16777216,small,64,concentrated:0.75,1277.3008341883015,1.0226439337064954,
c32,multi_range,smem_dynamic,F64,16777216,small,64,concentrated:0.5,1248.7777106852197,1.0063680607861876,
c32,multi_range,smem_dynamic,F64,16777216,small,64,concentrated:0.25,1262.7727384691925,1.0050023786947408,
c32,multi_range,smem_dynamic,F64,16777216,small,64,concentrated:0.0,1369.4975929325783,1.0104040434149857,
c32,multi_range,smem_dynamic,F64,16777216,small,64,powerlaw:0.75,1327.7493997358977,1.015190419574736,
c32,multi_range,smem_dynamic,F64,16777216,small,64,powerlaw:0.25,1360.606395987449,0.9887709293317338,
c32,multi_range,smem_dynamic,F64,16777216,small,64,hash_synonym,1310.3807207285042,0.9974407057976811,
c32,multi_range,smem_dynamic,F64,16777216,small,64,stale_resident:0.5,1344.684072041043,1.0324005932552869,
c32,multi_range,smem_dynamic,F64,16777216,small,64,stale_resident:0.25,1343.8637929143506,1.0318972774253188,
c32,multi_range,smem_dynamic,F64,16777216,small,64,temporal_phases:0.10,1310.742955002038,0.96697874473143,
c32,multi_range,smem_dynamic,F64,16777216,small,64,strided_sweep,1320.789764602758,0.9804524170217254,
c32,multi_range,smem_dynamic,F64,16777216,small,64,sawtooth,1322.5848422306956,0.9801109693276383,
c32,multi_range,smem_dynamic,F64,16777216,small,64,poison,1366.1361804888104,1.0147919231865274,
c32,multi_range,smem_dynamic,F64,16777216,small,64,sawtooth:8192:2654435761:1,1324.1044854420438,0.9793601691836759,
c32,multi_range,smem_dynamic,F64,16777216,small,128,concentrated:1.0,1146.1556690310922,1.0013948970276303,
c32,multi_range,smem_dynamic,F64,16777216,small,128,concentrated:0.75,1118.4261611332352,0.9799376483902548,
c32,multi_range,smem_dynamic,F64,16777216,small,128,concentrated:0.5,1114.6249083996588,0.9705524180626893,
c32,multi_range,smem_dynamic,F64,16777216,small,128,concentrated:0.25,1163.6416292801364,0.9948428573776371,
c32,multi_range,smem_dynamic,F64,16777216,small,128,concentrated:0.0,1269.906945957915,1.0298827053923785,
c32,multi_range,smem_dynamic,F64,16777216,small,128,powerlaw:0.75,1191.4282140359996,0.9989247040635637,
c32,multi_range,smem_dynamic,F64,16777216,small,128,powerlaw:0.25,1249.6591704067932,1.0023448932394976,
c32,multi_range,smem_dynamic,F64,16777216,small,128,hash_synonym,1196.3561732673638,1.0162700247337777,
c32,multi_range,smem_dynamic,F64,16777216,small,128,stale_resident:0.5,1146.1972591587305,1.0022400820832476,
c32,multi_range,smem_dynamic,F64,16777216,small,128,stale_resident:0.25,1146.016457188621,1.0009984227074749,
c32,multi_range,smem_dynamic,F64,16777216,small,128,temporal_phases:0.10,1200.1627071254807,0.9730787115242397,
c32,multi_range,smem_dynamic,F64,16777216,small,128,strided_sweep,1155.4864735991773,1.1091518611631526,
c32,multi_range,smem_dynamic,F64,16777216,small,128,sawtooth,1239.4772117405712,1.1918351905815423,
c32,multi_range,smem_dynamic,F64,16777216,small,128,poison,1264.4903701334404,1.0310714171336506,
c32,multi_range,smem_dynamic,F64,16777216,small,128,sawtooth:8192:2654435761:1,1143.6427558843409,1.0977743585708695,
c32,multi_range,smem_dynamic,F64,16777216,small,256,concentrated:1.0,915.9198618352578,0.9745664745500149,
c32,multi_range,smem_dynamic,F64,16777216,small,256,concentrated:0.75,936.2443564341419,0.955440365555345,
c32,multi_range,smem_dynamic,F64,16777216,small,256,concentrated:0.5,982.9374063739889,0.9542086312345901,
c32,multi_range,smem_dynamic,F64,16777216,small,256,concentrated:0.25,1064.2762823271928,1.008020630527165,
c32,multi_range,smem_dynamic,F64,16777216,small,256,concentrated:0.0,1174.0767599196963,1.0469236620746172,
c32,multi_range,smem_dynamic,F64,16777216,small,256,powerlaw:0.75,1055.798025569109,1.0023889509127493,
c32,multi_range,smem_dynamic,F64,16777216,small,256,powerlaw:0.25,1152.3972645890867,1.0271077285536212,
c32,multi_range,smem_dynamic,F64,16777216,small,256,hash_synonym,1101.313978414003,1.0421129897150068,
c32,multi_range,smem_dynamic,F64,16777216,small,256,stale_resident:0.5,916.0513594017797,0.9750632021994764,
c32,multi_range,smem_dynamic,F64,16777216,small,256,stale_resident:0.25,915.6671869355067,0.9749668291493201,
c32,multi_range,smem_dynamic,F64,16777216,small,256,temporal_phases:0.10,1105.1250279210997,0.9851282359851368,
c32,multi_range,smem_dynamic,F64,16777216,small,256,strided_sweep,911.0184480797077,1.1388767917657727,
c32,multi_range,smem_dynamic,F64,16777216,small,256,sawtooth,1161.1136803534291,1.8649918793349045,
c32,multi_range,smem_dynamic,F64,16777216,small,256,poison,1166.7225763591318,1.047872739312066,
c32,multi_range,smem_dynamic,F64,16777216,small,256,sawtooth:8192:2654435761:1,892.2676979081824,1.2982871296437222,
c32,multi_range,smem_dynamic,F64,16777216,small,512,concentrated:1.0,1778.147646501249,2.644642108021828,
c32,multi_range,smem_dynamic,F64,16777216,small,512,concentrated:0.75,1740.026491365766,2.620812149301835,
c32,multi_range,smem_dynamic,F64,16777216,small,512,concentrated:0.5,1638.8365096069654,2.4117787010349256,
c32,multi_range,smem_dynamic,F64,16777216,small,512,concentrated:0.25,1593.0453308532303,1.9864463357383855,
c32,multi_range,smem_dynamic,F64,16777216,small,512,concentrated:0.0,1817.315177040401,1.8277909102150938,
c32,multi_range,smem_dynamic,F64,16777216,small,512,powerlaw:0.75,1808.7097561502558,2.1614616635250656,
c32,multi_range,smem_dynamic,F64,16777216,small,512,powerlaw:0.25,1636.8234189515472,1.6629733847906585,
c32,multi_range,smem_dynamic,F64,16777216,small,512,hash_synonym,1604.435665182147,1.7265798544797282,
c32,multi_range,smem_dynamic,F64,16777216,small,512,stale_resident:0.5,1778.4629390726195,2.6416332249988588,
c32,multi_range,smem_dynamic,F64,16777216,small,512,stale_resident:0.25,1777.4636305331608,2.63990452955055,
c32,multi_range,smem_dynamic,F64,16777216,small,512,temporal_phases:0.10,1604.3232865321365,1.6157448219158639,
c32,multi_range,smem_dynamic,F64,16777216,small,512,strided_sweep,1915.0253298717514,3.356972220258632,
c32,multi_range,smem_dynamic,F64,16777216,small,512,sawtooth,2144.609023876423,3.6362749807941634,
c32,multi_range,smem_dynamic,F64,16777216,small,512,poison,1815.9593885510271,1.836530330588056,
c32,multi_range,smem_dynamic,F64,16777216,small,512,sawtooth:8192:2654435761:1,1926.966114025139,3.422443812475196,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,concentrated:1.0,2008.9414171091705,1.0655198774261714,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,concentrated:0.75,1905.139412969366,1.046961330482031,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,concentrated:0.5,1782.5595427400137,1.0207600842394964,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,concentrated:0.25,1683.2396131576115,1.0296741300257874,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,concentrated:0.0,1814.0986406388724,1.0687183538499765,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,powerlaw:0.75,1850.9496165520115,1.037341202190565,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,powerlaw:0.25,1743.9698588046067,1.0361732043694647,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,hash_synonym,1679.374832775606,1.026746514605498,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,stale_resident:0.5,2008.9414230488032,1.0654880696375197,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,stale_resident:0.25,2009.3241567995203,1.0657751393760426,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,temporal_phases:0.10,1713.1369684017745,1.00927496817114,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,strided_sweep,2001.9187965015321,1.2700016771896776,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,sawtooth,2002.4477551875198,1.2698420976835083,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,poison,1814.6042889518894,1.0688378347746983,
c32,multi_range,smem_dynamic,F64,67108864,middle,8,sawtooth:8192:2654435761:1,2002.0454797141601,1.2379813719760682,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,concentrated:1.0,1764.136049115116,1.073243068345692,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,concentrated:0.75,1735.9666442309442,1.072008301654839,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,concentrated:0.5,1749.1598293617963,1.0407104305684536,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,concentrated:0.25,1701.5111851866566,1.0290738386875125,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,concentrated:0.0,1703.6460134917547,1.0958507609692911,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,powerlaw:0.75,1702.8253397961112,1.0714151028349381,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,powerlaw:0.25,1565.6339315767354,1.0703974898279427,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,hash_synonym,1637.778438551231,1.0760446309225098,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,stale_resident:0.5,1764.094544439132,1.0721160362693094,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,stale_resident:0.25,1763.5608153623627,1.0719695231360995,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,temporal_phases:0.10,1617.2286658552873,1.0404083631979935,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,strided_sweep,1775.492750806317,1.0516202193994688,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,sawtooth,1776.176721270523,1.051316929890598,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,poison,1701.868422201193,1.096456969952351,
c32,multi_range,smem_dynamic,F64,67108864,middle,16,sawtooth:8192:2654435761:1,1775.389064289039,1.02659138597341,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,concentrated:1.0,1580.9350213361652,1.0760295056673728,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,concentrated:0.75,1573.8571369141932,1.0822846427203334,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,concentrated:0.5,1578.6963529085465,1.069281511204013,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,concentrated:0.25,1578.3025284571493,1.0556593931649592,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,concentrated:0.0,1581.3471569186722,1.110986559108234,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,powerlaw:0.75,1619.5146509510373,1.0789062149974384,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,powerlaw:0.25,1572.0650220451741,1.0657575408375608,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,hash_synonym,1527.4182364910366,1.0855801591293752,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,stale_resident:0.5,1581.1992535973518,1.075571123311356,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,stale_resident:0.25,1581.0538070154776,1.0758263338082696,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,temporal_phases:0.10,1527.0770379343603,1.072843254404211,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,strided_sweep,1579.4289663818067,1.0182663404286871,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,sawtooth,1580.5037308027,1.0193060480871556,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,poison,1580.4504563720964,1.1123103287511316,
c32,multi_range,smem_dynamic,F64,67108864,middle,32,sawtooth:8192:2654435761:1,1580.147733788751,1.0021099184071538,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,concentrated:1.0,1423.67950969801,1.1089026906212287,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,concentrated:0.75,1356.2280081716963,1.0993257801609633,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,concentrated:0.5,1323.2020808690925,1.0898381108940678,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,concentrated:0.25,1334.90869939796,1.0863936291013254,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,concentrated:0.0,1446.4920697708033,1.110727091512498,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,powerlaw:0.75,1406.6489553470174,1.0932978945465373,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,powerlaw:0.25,1442.7278569340776,1.0829234059449742,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,hash_synonym,1387.731748451702,1.094029301400923,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,stale_resident:0.5,1423.9913451505743,1.1093304877370815,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,stale_resident:0.25,1423.8251753289392,1.108956363218335,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,temporal_phases:0.10,1384.6874395983166,1.0638825520333968,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,strided_sweep,1400.228939570735,1.0758980668223193,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,sawtooth,1401.200439296552,1.0753076711837588,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,poison,1445.5486241157744,1.1124302927621772,
c32,multi_range,smem_dynamic,F64,67108864,middle,64,sawtooth:8192:2654435761:1,1403.3066757113625,1.061701002512727,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,concentrated:1.0,1209.645502810274,1.12722424216816,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,concentrated:0.75,1174.927250719165,1.0938054620055764,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,concentrated:0.5,1169.3473937140159,1.0728765586823632,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,concentrated:0.25,1227.4980270256287,1.0893298175268984,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,concentrated:0.0,1346.453115782868,1.1293930130708942,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,powerlaw:0.75,1256.2420061355385,1.0973732498623954,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,powerlaw:0.25,1325.5663426481112,1.096025028561531,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,hash_synonym,1266.3676390748674,1.1155387997020674,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,stale_resident:0.5,1209.3352646240157,1.126371000572268,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,stale_resident:0.25,1208.9995059604503,1.1255097663331195,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,temporal_phases:0.10,1265.9109799247346,1.0629051067874982,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,strided_sweep,1226.007961204839,1.3104727593548686,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,sawtooth,1308.4694180500696,1.3987978280677726,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,poison,1343.6698862677251,1.1296490799690888,
c32,multi_range,smem_dynamic,F64,67108864,middle,128,sawtooth:8192:2654435761:1,1209.115072618111,1.2729452237370613,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,concentrated:1.0,951.4500510117415,1.129085738897979,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,concentrated:0.75,973.1956209419028,1.1069183718360815,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,concentrated:0.5,1023.8871562530819,1.0863541672080228,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,concentrated:0.25,1118.982919536588,1.0979635516770587,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,concentrated:0.0,1244.1747633350742,1.1335438971978415,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,powerlaw:0.75,1108.2751680415467,1.1188432504280925,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,powerlaw:0.25,1222.0739170207414,1.1003502099310303,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,hash_synonym,1166.2337398881082,1.1295038767019816,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,stale_resident:0.5,951.0862348581371,1.1280537557347758,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,stale_resident:0.25,950.8799382687272,1.1277025781578625,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,temporal_phases:0.10,1165.7805624651141,1.061626364109109,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,strided_sweep,947.7963256865821,1.3059769245686939,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,sawtooth,1222.1357644560903,2.1198637596586383,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,poison,1239.0212440592802,1.1314830600753913,
c32,multi_range,smem_dynamic,F64,67108864,middle,256,sawtooth:8192:2654435761:1,927.5400101228762,1.4547119526833803,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,concentrated:1.0,1926.3487769891533,2.789297168921655,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,concentrated:0.75,1881.4852601978946,2.7602196628573217,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,concentrated:0.5,1759.2651096257991,2.517482791633903,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,concentrated:0.25,1704.6678442741752,2.0552972870333535,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,concentrated:0.0,1933.5705373689268,1.862970797016499,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,powerlaw:0.75,1963.6628820293408,2.269859924721942,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,powerlaw:0.25,1782.7950450995588,1.7402757004825582,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,hash_synonym,1716.102087066689,1.7737732522549778,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,stale_resident:0.5,1926.7233663701204,2.786526654484604,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,stale_resident:0.25,1925.4266489746192,2.7852345511582692,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,temporal_phases:0.10,1713.9222981144665,1.6526169778415416,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,strided_sweep,2092.8220967702828,3.5897678396931108,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,sawtooth,2366.070255697066,3.9265763869040056,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,poison,1933.3098236671622,1.8701581972316914,
c32,multi_range,smem_dynamic,F64,67108864,middle,512,sawtooth:8192:2654435761:1,2105.388991522956,3.6554578686340164,
c32,multi_range,smem_dynamic,F64,268435456,large,8,concentrated:1.0,2051.3934773937976,1.0678780610750593,
c32,multi_range,smem_dynamic,F64,268435456,large,8,concentrated:0.75,1942.2260254436674,1.0480932354380437,
