dataset,family,series,comparison,rank,ratio,sample,elements,bins,shape
u64,even,smem_static,speedup_vs_main,10,0.9237574228765103,F64,2000000000,128,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,1,0.9070637510038931,F64,67108864,256,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,2,0.9072509220219466,F64,67108864,128,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,3,0.9085843690004832,F64,67108864,64,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,4,0.9094855214611632,F64,16777216,256,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,5,0.9115330598796821,F64,16777216,128,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,6,0.9135308124853893,F64,67108864,32,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,7,0.9144598580436225,F64,16777216,64,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,8,0.9163509907538304,F64,67108864,16,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,9,0.9165083757460081,F64,1048576,256,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_main,10,0.9165792092507414,F64,16777216,32,temporal_phases:0.10
u64,even,smem_cooperative_static,speedup_vs_noncooperative,1,0.8579387112474491,F64,1048576,32,powerlaw:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,2,0.8625331108263952,F64,1048576,16,concentrated:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,3,0.8659832956435979,F64,1048576,16,powerlaw:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,4,0.8660902061798785,F64,1048576,8,concentrated:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,5,0.8671356298205521,F64,1048576,8,powerlaw:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,6,0.8721443289285041,F64,1048576,64,concentrated:0.25
u64,even,smem_cooperative_static,speedup_vs_noncooperative,7,0.8734120169112551,F64,1048576,128,concentrated:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,8,0.8739975620951175,F64,1048576,128,powerlaw:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,9,0.8744787406260067,F64,1048576,64,powerlaw:0.75
u64,even,smem_cooperative_static,speedup_vs_noncooperative,10,0.8816254180088305,F64,1048576,32,powerlaw:0.25
u64,even,smem_dynamic,speedup_vs_main,1,0.8234244621862044,F64,67108864,128,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,2,0.8240419122448321,F64,67108864,256,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,3,0.8249169105847501,F64,67108864,64,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,4,0.8258992936112985,F64,2000000000,128,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,5,0.8259330012834838,F64,1073741824,128,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,6,0.8259742509128829,F64,2000000000,256,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,7,0.8261947745870988,F64,1073741824,256,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,8,0.8275724760604994,F64,268435456,256,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,9,0.8278074017516145,F64,1073741824,64,temporal_phases:0.10
u64,even,smem_dynamic,speedup_vs_main,10,0.8278341741094872,F64,2000000000,64,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,1,0.8200866697665834,F64,67108864,128,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,2,0.820779638617574,F64,67108864,256,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,3,0.8208435239977301,F64,67108864,64,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,4,0.8227426765079147,F64,67108864,32,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,5,0.823418693188615,F64,67108864,16,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,6,0.8256929089078741,F64,2000000000,128,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,7,0.8258136769126128,F64,1073741824,256,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,8,0.8258222015353818,F64,1073741824,128,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,9,0.8258587188754395,F64,2000000000,256,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_main,10,0.8261696065660501,F64,67108864,8,temporal_phases:0.10
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,1,0.8829335977445074,F64,1048576,256,powerlaw:0.75
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,2,0.8834374341285604,F64,1048576,16,poison
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,3,0.8845907515314276,F64,1048576,512,poison
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,4,0.8852256491375677,F64,1048576,512,stale_resident:0.25
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,5,0.8858830641664748,F64,1048576,8,poison
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,6,0.8868392896532383,F64,1048576,32,poison
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,7,0.8871168290951309,F64,1048576,256,poison
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,8,0.8897280179286167,F64,1048576,16,stale_resident:0.25
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,9,0.8934658913825736,F64,1048576,8,stale_resident:0.25
u64,even,smem_cooperative_dynamic,speedup_vs_noncooperative,10,0.9017313419714543,F64,1048576,128,poison
u64,range,smem_static,speedup_vs_main,1,0.7948240934781522,I32,268435456,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,2,0.7967341980929238,I32,16777216,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,3,0.7983397410559813,I32,67108864,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,4,0.8035653580657005,I32,1073741824,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,5,0.8037912054902862,I32,2000000000,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,6,0.8429768638909436,F64,2000000000,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,7,0.8437865325771563,F64,1073741824,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,8,0.8467703924531869,I32,16777216,16,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,9,0.8479302832050093,F64,268435456,8,temporal_phases:0.10
u64,range,smem_static,speedup_vs_main,10,0.8573335870850938,F64,67108864,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,1,0.7531291988641637,I32,16777216,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,2,0.7942868736990399,I32,16777216,16,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,3,0.8015672522583951,I32,268435456,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,4,0.8032813176289679,I32,1073741824,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,5,0.8033323928906333,I32,2000000000,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,6,0.80517535019396,I32,67108864,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,7,0.8491032322222198,F64,67108864,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,8,0.850727057660966,F64,2000000000,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,9,0.8520986354503173,F64,1073741824,8,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_main,10,0.8537496909153636,I32,16777216,32,temporal_phases:0.10
u64,range,smem_cooperative_static,speedup_vs_noncooperative,1,0.9225306821423648,I32,16777216,8,powerlaw:0.75
u64,range,smem_cooperative_static,speedup_vs_noncooperative,2,0.9241942005315845,I32,16777216,8,concentrated:0.5
u64,range,smem_cooperative_static,speedup_vs_noncooperative,3,0.9252421636772734,I32,16777216,8,concentrated:0.75
u64,range,smem_cooperative_static,speedup_vs_noncooperative,4,0.9257736282944034,I32,16777216,32,strided_sweep
u64,range,smem_cooperative_static,speedup_vs_noncooperative,5,0.928443985598755,I32,16777216,32,sawtooth
u64,range,smem_cooperative_static,speedup_vs_noncooperative,6,0.9297066566549986,F64,1048576,16,concentrated:1.0
u64,range,smem_cooperative_static,speedup_vs_noncooperative,7,0.9297985672690391,I32,16777216,64,sawtooth
u64,range,smem_cooperative_static,speedup_vs_noncooperative,8,0.9298152472867481,I32,16777216,32,concentrated:1.0
u64,range,smem_cooperative_static,speedup_vs_noncooperative,9,0.9299985605387365,I32,16777216,64,strided_sweep
u64,range,smem_cooperative_static,speedup_vs_noncooperative,10,0.930849012012581,I32,16777216,64,powerlaw:0.25
u64,range,smem_dynamic,speedup_vs_main,1,0.6611922439673544,I32,2000000000,8,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,2,0.6612846658620402,I32,1073741824,8,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,3,0.6665800806058492,I32,268435456,8,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,4,0.6681715379026688,I32,67108864,8,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,5,0.680747168059908,I32,16777216,8,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,6,0.7384168053328931,I32,1073741824,16,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,7,0.7385104495797116,I32,2000000000,16,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,8,0.738666121858152,I32,67108864,16,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,9,0.7420264606708789,I32,268435456,16,temporal_phases:0.10
u64,range,smem_dynamic,speedup_vs_main,10,0.7425770892677054,I32,16777216,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,1,0.6294205197159225,I32,16777216,8,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,2,0.6610055792795596,I32,2000000000,8,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,3,0.6610353383043054,I32,1073741824,8,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,4,0.6662950718773988,I32,268435456,8,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,5,0.6678728537416297,I32,67108864,8,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,6,0.6832440879775736,I32,16777216,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,7,0.7382567694025658,I32,1073741824,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,8,0.7383400922862587,I32,2000000000,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,9,0.7391931374676571,I32,67108864,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_main,10,0.7414412884220407,I32,268435456,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,1,0.916716642273608,I32,16777216,16,concentrated:1.0
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,2,0.9169751832883827,I32,16777216,8,concentrated:1.0
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,3,0.9184635676649614,I32,16777216,64,powerlaw:0.25
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,4,0.9190059697358479,I32,16777216,16,stale_resident:0.25
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,5,0.9190140168929974,I32,16777216,32,strided_sweep
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,6,0.9192743038631608,I32,1048576,512,poison
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,7,0.9200985296373159,I32,16777216,16,temporal_phases:0.10
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,8,0.9201653623307526,I32,16777216,256,concentrated:1.0
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,9,0.9202288819011163,I32,16777216,32,concentrated:0.75
u64,range,smem_cooperative_dynamic,speedup_vs_noncooperative,10,0.9202815792620208,I32,16777216,64,sawtooth
u64,multi_even,smem_static,speedup_vs_main,1,1.008484093944271,F64,1048576,32,concentrated:1.0
u64,multi_even,smem_static,speedup_vs_main,2,1.0145124015370308,F64,1048576,32,sawtooth
u64,multi_even,smem_static,speedup_vs_main,3,1.0216049883633647,F64,1048576,32,sawtooth:8192:2654435761:1
u64,multi_even,smem_static,speedup_vs_main,4,1.022736207477503,F64,1048576,16,concentrated:1.0
u64,multi_even,smem_static,speedup_vs_main,5,1.0244217601465917,F64,1048576,8,concentrated:1.0
u64,multi_even,smem_static,speedup_vs_main,6,1.0264430122067836,F64,1048576,32,stale_resident:0.5
u64,multi_even,smem_static,speedup_vs_main,7,1.0267115737184012,F64,1048576,8,stale_resident:0.5
u64,multi_even,smem_static,speedup_vs_main,8,1.0307096040131967,F64,67108864,32,concentrated:1.0
u64,multi_even,smem_static,speedup_vs_main,9,1.0311202508362332,F64,67108864,32,stale_resident:0.25
u64,multi_even,smem_static,speedup_vs_main,10,1.0311919056562033,F64,1048576,16,stale_resident:0.5
u64,multi_even,smem_cooperative_static,speedup_vs_main,1,0.9568546067818025,F64,1048576,16,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_main,2,0.959220372582944,F64,1048576,32,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_main,3,0.964748094143429,F64,1048576,8,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_main,4,1.0028710508628984,F64,1048576,8,stale_resident:0.25
u64,multi_even,smem_cooperative_static,speedup_vs_main,5,1.0038042909602638,F64,1048576,32,sawtooth
u64,multi_even,smem_cooperative_static,speedup_vs_main,6,1.0048851746168728,F64,1048576,16,stale_resident:0.25
u64,multi_even,smem_cooperative_static,speedup_vs_main,7,1.0051286230665488,F64,1048576,32,sawtooth:8192:2654435761:1
u64,multi_even,smem_cooperative_static,speedup_vs_main,8,1.007236364343923,F64,1048576,16,stale_resident:0.5
u64,multi_even,smem_cooperative_static,speedup_vs_main,9,1.007442819580199,F64,1048576,16,concentrated:0.75
u64,multi_even,smem_cooperative_static,speedup_vs_main,10,1.0086511098871564,F64,1048576,32,stale_resident:0.25
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,1,0.9078903698319595,I32,1048576,8,powerlaw:0.75
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,2,0.9142825018408399,I32,1048576,64,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,3,0.9151744389645566,I32,1048576,32,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,4,0.9184941271440591,I32,1048576,16,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,5,0.9194304387037011,I32,1048576,8,powerlaw:0.25
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,6,0.9212344564949645,I32,1048576,8,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,7,0.9219179802286562,I32,1048576,32,sawtooth
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,8,0.9242376226612303,I32,1048576,128,concentrated:1.0
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,9,0.9245794882800096,I32,1048576,64,sawtooth
u64,multi_even,smem_cooperative_static,speedup_vs_noncooperative,10,0.9265429697790912,I32,1048576,32,sawtooth:8192:2654435761:1
u64,multi_even,smem_dynamic,speedup_vs_main,1,0.6896611640379663,F64,1073741824,64,concentrated:0.0
u64,multi_even,smem_dynamic,speedup_vs_main,2,0.6896653317979933,F64,1073741824,8,poison
u64,multi_even,smem_dynamic,speedup_vs_main,3,0.6896657042461788,F64,1073741824,128,poison
u64,multi_even,smem_dynamic,speedup_vs_main,4,0.6896760674950105,F64,1073741824,32,poison
u64,multi_even,smem_dynamic,speedup_vs_main,5,0.6897046347011685,F64,1073741824,128,concentrated:0.0
u64,multi_even,smem_dynamic,speedup_vs_main,6,0.689733191971959,F64,1073741824,16,concentrated:0.0
u64,multi_even,smem_dynamic,speedup_vs_main,7,0.6897404704487725,F64,1073741824,64,poison
u64,multi_even,smem_dynamic,speedup_vs_main,8,0.6897506738415619,F64,1073741824,32,concentrated:0.0
u64,multi_even,smem_dynamic,speedup_vs_main,9,0.6897574976748031,F64,2000000000,8,poison
u64,multi_even,smem_dynamic,speedup_vs_main,10,0.6897740303450176,F64,1073741824,16,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,1,0.689626399885444,F64,1073741824,32,concentrated:0.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,2,0.6896532792544348,F64,1073741824,128,concentrated:0.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,3,0.6896618698120869,F64,1073741824,128,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,4,0.6896970891641834,F64,1073741824,64,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,5,0.689705747196535,F64,1073741824,64,concentrated:0.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,6,0.6897243623539158,F64,1073741824,8,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,7,0.6897334347240632,F64,1073741824,8,concentrated:0.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,8,0.6897414710298032,F64,1073741824,16,concentrated:0.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,9,0.6897421430937147,F64,1073741824,16,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_main,10,0.6897525215835829,F64,1073741824,32,poison
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,1,0.9111334494699561,F64,1048576,64,powerlaw:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,2,0.9175798469374827,F64,1048576,64,concentrated:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,3,0.9283870857946281,I32,1048576,64,concentrated:1.0
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,4,0.9291331008103455,F64,1048576,128,concentrated:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,5,0.9295511397650695,I32,1048576,128,concentrated:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,6,0.9300602397418666,I32,1048576,64,concentrated:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,7,0.9314336575980069,I32,1048576,64,powerlaw:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,8,0.9323160333114082,F64,1048576,512,powerlaw:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,9,0.9332181258879685,F64,1048576,32,powerlaw:0.75
u64,multi_even,smem_cooperative_dynamic,speedup_vs_noncooperative,10,0.9348969931248646,F64,1048576,32,concentrated:0.5
u64,multi_range,smem_static,speedup_vs_main,1,0.7781378705422547,I32,2000000000,8,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,2,0.7784848667794884,I32,1073741824,8,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,3,0.7792569926231117,I32,268435456,8,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,4,0.7922936150693111,I32,67108864,8,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,5,0.8136128123218981,I32,16777216,8,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,6,0.8419482490279632,I32,2000000000,16,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,7,0.8422778596098963,I32,1073741824,16,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,8,0.8428826415888598,I32,268435456,16,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,9,0.855978038046098,I32,67108864,16,temporal_phases:0.10
u64,multi_range,smem_static,speedup_vs_main,10,0.8713552745163579,I32,16777216,16,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,1,0.7769388962876841,I32,1048576,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,2,0.7827303667887594,I32,2000000000,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,3,0.7829249682356596,I32,1073741824,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,4,0.7839376575766869,I32,268435456,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,5,0.7889385871664416,I32,67108864,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,6,0.7928023806555425,I32,1048576,16,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,7,0.7943139198283659,I32,1048576,64,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,8,0.8000107505449093,F64,1048576,16,sawtooth:8192:2654435761:1
u64,multi_range,smem_cooperative_static,speedup_vs_main,9,0.8007852453930646,I32,1048576,32,temporal_phases:0.10
u64,multi_range,smem_cooperative_static,speedup_vs_main,10,0.801606219460757,F64,1048576,16,sawtooth
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,1,0.7735596744559916,I32,1048576,64,powerlaw:0.75
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,2,0.775428995763899,I32,1048576,32,concentrated:0.0
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,3,0.7770499195323901,I32,1048576,64,concentrated:1.0
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,4,0.7804734563228126,I32,1048576,8,concentrated:0.5
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,5,0.7805005196175643,I32,1048576,128,concentrated:0.0
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,6,0.7808916336214754,I32,1048576,64,hash_synonym
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,7,0.781294095185192,I32,1048576,16,concentrated:0.0
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,8,0.7815018669951531,I32,1048576,8,concentrated:0.25
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,9,0.7817762971092324,I32,1048576,64,concentrated:0.0
u64,multi_range,smem_cooperative_static,speedup_vs_noncooperative,10,0.7829266968000282,I32,1048576,256,hash_synonym
u64,multi_range,smem_dynamic,speedup_vs_main,1,0.6796284120891398,I32,1048576,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,2,0.7076910453692594,I32,1048576,16,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,3,0.724149539351838,I32,1048576,8,hash_synonym
u64,multi_range,smem_dynamic,speedup_vs_main,4,0.7278904336999257,I32,2000000000,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,5,0.7282536957744903,I32,1073741824,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,6,0.7306736325742431,I32,268435456,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,7,0.7371859236464487,I32,16777216,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,8,0.7400939798628249,I32,67108864,8,temporal_phases:0.10
u64,multi_range,smem_dynamic,speedup_vs_main,9,0.7460029582178034,I32,1048576,8,concentrated:0.75
u64,multi_range,smem_dynamic,speedup_vs_main,10,0.7470262178598456,I32,1048576,8,concentrated:0.0
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,1,0.6791266899907917,I32,1048576,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,2,0.7001354370125791,I32,1048576,16,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,3,0.7109045972361098,I32,16777216,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,4,0.7275215902038507,I32,2000000000,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,5,0.7275467041051522,I32,1048576,8,hash_synonym
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,6,0.7277428096132058,I32,1073741824,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,7,0.7299364019723102,I32,268435456,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,8,0.7368859631719479,I32,67108864,8,temporal_phases:0.10
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,9,0.7384305713636548,I32,1048576,8,concentrated:0.0
u64,multi_range,smem_cooperative_dynamic,speedup_vs_main,10,0.7438637206052958,I32,1048576,8,poison
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,1,0.9422970804205348,I32,1048576,512,concentrated:1.0
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,2,0.9510316459565866,I32,1048576,512,concentrated:0.25
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,3,0.9527838720942815,I32,1048576,512,concentrated:0.5
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,4,0.9529736326503383,I32,1048576,512,concentrated:0.75
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,5,0.9535138966382464,I32,1048576,512,stale_resident:0.5
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,6,0.9536506803822954,F64,1048576,16,concentrated:0.25
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,7,0.953946507162792,I32,16777216,512,concentrated:0.75
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,8,0.9544681267860339,F64,1048576,8,concentrated:0.25
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,9,0.9546621295009055,I32,16777216,512,powerlaw:0.75
u64,multi_range,smem_cooperative_dynamic,speedup_vs_noncooperative,10,0.9549032985094155,I32,1048576,512,strided_sweep
